DATE,FROM_CURRENCY,EXCHANGE_RATE
2024-02-18,JPY,0.006660
2023-09-03,SGD,0.740100
2023-05-09,SGD,0.754910
2024-05-31,EUR,1.081920
2024-04-15,SGD,0.734730
2024-04-25,GBP,1.244910
2023-12-21,JPY,0.006960
2024-03-02,MXN,0.058710
2024-06-05,EUR,1.088700
2024-03-29,CAD,0.737110
2024-03-16,GBP,1.274070
2023-05-13,EUR,1.088980
2023-10-09,AED,0.272280
2024-09-06,EUR,1.109500
2023-04-11,SGD,0.751060
2024-10-25,BRL,0.175840
2023-07-20,CHF,1.164930
2024-06-12,CHF,1.114590
2023-07-01,AUD,0.664160
2023-01-30,CAD,0.751390
2024-01-09,CHF,1.177210
2024-06-27,AUD,0.666080
2024-05-03,MXN,0.059000
2024-01-18,SGD,0.743800
2023-11-10,BRL,0.203560
2023-09-28,AED,0.272290
2023-06-06,INR,0.012120
2024-10-05,AED,0.272280
2024-08-28,AED,0.272300
2024-03-20,CHF,1.125930
2024-06-20,CAD,0.729300
2023-04-18,INR,0.012200
2024-05-04,BRL,0.196470
2024-03-24,MXN,0.059670
2023-05-22,SGD,0.743650
2023-04-24,CHF,1.121010
2023-04-06,CHF,1.104380
2023-02-18,EUR,1.065940
2023-06-01,AED,0.272320
2024-05-15,JPY,0.006390
2023-05-20,JPY,0.007240
2024-10-02,EUR,1.109640
2023-06-11,MXN,0.057900
2024-02-14,MXN,0.058380
2024-03-19,EUR,1.088570
2024-10-06,MXN,0.051880
2023-01-12,SGD,0.751190
2023-11-03,AED,0.272300
2023-04-10,AED,0.272310
2024-06-11,JPY,0.006370
2024-11-10,SGD,0.755250
2023-04-28,AED,0.272370
2024-06-16,EUR,1.070750
2023-03-01,GBP,1.207050
2024-02-07,EUR,1.074690
2023-11-20,CAD,0.729080
2024-05-13,CHF,1.103340
2023-04-14,MXN,0.055430
2023-03-28,AUD,0.664880
2024-05-07,GBP,1.256540
2024-09-08,CHF,1.186280
2024-08-18,JPY,0.006780
2024-04-26,SGD,0.735230
2023-08-09,INR,0.012070
2023-05-24,MXN,0.055790
2023-08-23,CHF,1.137970
2023-12-17,GBP,1.268190
2024-06-24,AED,0.272280
2023-04-24,SGD,0.749800
2024-04-05,EUR,1.085120
2023-05-19,BRL,0.201970
2023-06-05,JPY,0.007140
2024-04-03,INR,0.011990
2023-03-28,AED,0.272340
2024-06-28,CHF,1.114220
2024-09-22,CAD,0.736910
2023-06-23,GBP,1.275780
2024-01-26,BRL,0.203010
2023-10-04,MXN,0.056160
2023-02-10,EUR,1.074670
2024-05-18,EUR,1.086140
2023-02-28,INR,0.012080
2023-12-16,AED,0.272320
2023-11-09,AED,0.272300
2024-05-05,CAD,0.730780
2023-03-21,CAD,0.730310
2024-06-12,AUD,0.660190
2024-03-15,BRL,0.200990
2023-10-11,BRL,0.196000
2024-07-03,EUR,1.073380
2023-05-01,SGD,0.749710
2023-10-13,INR,0.012020
2024-07-30,JPY,0.006500
2024-02-14,BRL,0.201940
2024-08-31,MXN,0.050650
2023-04-19,CHF,1.114760
2024-07-03,INR,0.011980
2023-03-03,SGD,0.742470
2023-05-16,CHF,1.115820
2023-05-09,JPY,0.007410
2023-03-02,AUD,0.675460
2023-06-30,SGD,0.738270
2024-09-20,CHF,1.179720
2024-08-27,AUD,0.677790
2023-06-30,AUD,0.661860
2024-04-20,EUR,1.064970
2023-04-29,MXN,0.055460
2023-05-22,JPY,0.007250
2024-10-14,BRL,0.178260
2024-10-25,CAD,0.722840
2023-10-17,AUD,0.632960
2023-02-19,CAD,0.742340
2023-11-27,CHF,1.133810
2024-04-15,EUR,1.064300
2023-06-29,CHF,1.116510
2024-05-10,CHF,1.101880
2024-02-10,CAD,0.743070
2023-01-14,GBP,1.220970
2024-05-02,CHF,1.087540
2024-08-14,INR,0.011910
2024-09-12,CAD,0.735860
2023-09-11,INR,0.012050
2024-06-18,AED,0.272290
2023-11-19,BRL,0.203890
2024-08-02,AUD,0.652240
2023-08-20,CHF,1.133470
2024-04-27,BRL,0.194620
2024-02-22,GBP,1.262610
2024-08-24,AED,0.272290
2023-08-05,SGD,0.746300
2023-10-20,CAD,0.728840
2024-11-17,CAD,0.709890
2023-04-27,MXN,0.055250
2024-03-05,SGD,0.744430
2024-06-09,MXN,0.054360
2023-06-25,JPY,0.006960
2023-02-23,CAD,0.738420
2023-11-30,EUR,1.098600
2024-09-16,GBP,1.312740
2024-07-05,INR,0.011980
2023-01-13,CAD,0.746090
2024-11-12,BRL,0.173570
2023-09-04,MXN,0.058530
2024-04-15,AED,0.272320
2023-12-12,JPY,0.006850
2024-08-22,AED,0.272290
2023-07-16,SGD,0.757230
2024-11-04,EUR,1.083780
2024-06-01,BRL,0.191570
2023-12-14,MXN,0.057740
2023-04-04,AUD,0.673340
2024-10-26,MXN,0.050310
2023-10-10,CAD,0.733560
2023-02-25,MXN,0.054350
2023-07-10,GBP,1.284040
2023-11-16,AUD,0.650840
2024-07-07,AED,0.272320
2024-08-30,AUD,0.680290
2023-11-14,CHF,1.108360
2024-07-31,SGD,0.744330
2024-10-05,AUD,0.682240
2023-04-22,BRL,0.198110
2023-07-06,MXN,0.058710
2023-02-17,INR,0.012090
2024-02-20,GBP,1.260820
2024-02-03,CAD,0.745640
2023-12-05,BRL,0.203510
2023-09-24,MXN,0.058090
2023-09-01,EUR,1.087740
2023-03-15,CAD,0.729700
2024-10-18,GBP,1.300010
2023-05-05,AED,0.272360
2024-07-07,BRL,0.183220
2023-08-31,SGD,0.740270
2023-02-22,CAD,0.741160
2023-02-16,CHF,1.082890
2023-11-08,AUD,0.643670
2023-05-24,SGD,0.742720
2024-06-01,INR,0.011990
2024-05-25,CHF,1.093310
2024-08-01,SGD,0.746930
2024-11-08,BRL,0.166730
2024-07-26,JPY,0.006530
2023-07-14,AED,0.272310
2023-12-18,JPY,0.007040
2024-08-15,AED,0.272290
2024-04-25,MXN,0.058790
2023-12-15,SGD,0.752430
2024-10-04,GBP,1.315610
2024-08-25,JPY,0.006930
2023-01-20,GBP,1.235310
2023-06-20,AUD,0.685230
2024-03-26,JPY,0.006610
2023-07-13,AED,0.272310
2024-08-14,CAD,0.728490
2024-04-06,JPY,0.006600
2024-04-13,AED,0.272340
2023-06-22,BRL,0.209200
2024-05-24,CAD,0.730180
2023-01-06,CHF,1.073390
2023-08-11,CHF,1.142600
2024-10-06,GBP,1.312970
2023-06-27,INR,0.012190
2024-04-21,GBP,1.237170
2024-06-02,EUR,1.084950
2024-07-23,GBP,1.292450
2024-11-15,GBP,1.268070
2023-10-17,GBP,1.218060
2023-12-17,MXN,0.058140
2024-09-26,EUR,1.117120
2024-01-07,AUD,0.672150
2024-05-07,CHF,1.104260
2024-05-21,CHF,1.099550
2023-11-14,SGD,0.735370
2024-09-09,CHF,1.186210
2024-03-05,AED,0.272310
2024-02-20,CAD,0.741760
2024-07-29,CAD,0.722920
2024-04-14,SGD,0.734650
2024-05-23,CHF,1.094790
2023-12-04,EUR,1.088840
2024-10-01,AUD,0.692550
2024-05-01,SGD,0.733900
2023-08-03,BRL,0.208420
2023-12-02,AUD,0.663480
2024-06-24,CAD,0.730400
2023-10-31,AUD,0.636560
2024-09-23,CHF,1.176400
2024-03-08,SGD,0.748810
2024-08-03,JPY,0.006760
2023-02-28,GBP,1.199800
2023-03-03,AED,0.272300
2024-01-06,BRL,0.204610
2024-07-31,EUR,1.081870
2024-06-11,SGD,0.739090
2023-07-07,MXN,0.058400
2023-02-24,AED,0.272300
2024-04-26,CHF,1.094890
2023-10-14,MXN,0.055620
2023-04-13,AUD,0.667940
2024-04-29,AUD,0.653440
2023-02-15,SGD,0.753180
2024-03-01,BRL,0.201200
2023-02-08,INR,0.012080
2023-05-12,MXN,0.056870
2023-04-12,JPY,0.007500
2024-07-03,MXN,0.054520
2024-11-09,EUR,1.075680
2024-08-31,AUD,0.678680
2024-03-14,AED,0.272300
2024-07-07,SGD,0.741670
2024-04-04,AUD,0.653370
2023-05-05,SGD,0.753060
2024-02-11,INR,0.012050
2023-08-16,AUD,0.647730
2023-07-23,AUD,0.673320
2023-10-13,JPY,0.006690
2023-04-29,AUD,0.660940
2023-05-07,INR,0.012240
2024-08-26,EUR,1.119370
2024-06-30,EUR,1.071470
2024-10-16,BRL,0.177950
2023-06-30,AED,0.272310
2023-07-23,EUR,1.112650
2024-06-29,AUD,0.665460
2024-11-13,EUR,1.062680
2023-09-09,BRL,0.200870
2023-10-01,AUD,0.643950
2023-03-05,CHF,1.068710
2024-08-16,SGD,0.757910
2023-01-11,EUR,1.073510
2024-05-27,CHF,1.093560
2024-06-05,SGD,0.742590
2023-04-18,GBP,1.239260
2024-04-12,INR,0.012000
2024-05-30,BRL,0.193060
2023-01-14,BRL,0.195930
2023-12-16,INR,0.012030
2024-02-02,AED,0.272300
2023-05-29,SGD,0.739210
2024-04-18,SGD,0.734080
2023-04-28,BRL,0.199260
2024-01-22,EUR,1.089830
2023-06-27,EUR,1.090750
2024-06-15,AED,0.272290
2024-09-29,AUD,0.690250
2023-09-03,AED,0.272290
2023-11-28,MXN,0.058440
2023-09-28,CHF,1.088850
2024-01-03,GBP,1.267630
2023-10-31,JPY,0.006690
2024-07-16,CAD,0.732120
2023-08-25,BRL,0.205540
2023-08-31,INR,0.012100
2023-09-08,INR,0.012020
2024-05-04,AED,0.272300
2024-07-07,GBP,1.281630
2024-05-16,SGD,0.741880
2023-06-23,EUR,1.097810
2023-10-04,CHF,1.086260
2024-05-04,CHF,1.102910
2024-01-19,AUD,0.656200
2023-06-08,AED,0.272300
2024-04-30,SGD,0.735170
2023-06-24,GBP,1.271600
2023-10-02,AED,0.272280
2023-05-25,CAD,0.737870
2024-06-11,CHF,1.115160
2024-10-11,SGD,0.765110
2024-08-11,AED,0.272280
2024-08-25,AED,0.272280
2024-03-27,AED,0.272350
2023-02-20,CHF,1.082270
2023-11-07,AUD,0.650460
2023-12-31,AUD,0.681830
2024-08-27,CAD,0.741080
2024-11-02,JPY,0.006550
2024-01-30,GBP,1.269960
2024-07-05,AUD,0.672320
2023-07-02,EUR,1.091390
2024-01-13,EUR,1.096570
2023-08-12,CAD,0.743980
2024-06-25,SGD,0.738840
2024-09-20,CAD,0.736790
2024-04-23,CHF,1.097260
2023-05-31,MXN,0.056780
2024-02-03,INR,0.012060
2023-07-05,AED,0.272310
2024-04-13,CAD,0.727810
2024-09-11,EUR,1.103140
2023-05-06,CAD,0.743060
2024-10-25,MXN,0.050450
2024-02-10,AED,0.272300
2024-02-16,EUR,1.074890
2023-12-23,AUD,0.679770
2023-07-09,GBP,1.284070
2024-10-19,SGD,0.762330
2023-04-18,AUD,0.670290
2023-04-10,JPY,0.007570
2023-06-05,EUR,1.070870
2023-08-25,MXN,0.059480
2024-03-06,INR,0.012060
2024-06-16,AED,0.272280
2023-01-05,BRL,0.183120
2024-09-02,INR,0.011920
2024-04-01,SGD,0.741770
2023-07-18,SGD,0.756610
2023-10-09,GBP,1.223690
2023-09-05,CHF,1.130740
2023-09-03,CHF,1.129190
2023-09-17,GBP,1.238520
2023-10-30,BRL,0.199450
2023-05-29,MXN,0.056760
2024-03-11,AUD,0.662930
2024-03-06,CAD,0.736140
2023-04-18,BRL,0.203140
2024-03-19,AUD,0.656320
2023-03-01,AUD,0.673470
2024-11-04,SGD,0.754380
2024-10-24,AUD,0.665080
2023-04-01,GBP,1.236910
2024-03-26,AED,0.272450
2024-09-25,CAD,0.741520
2024-04-15,CAD,0.726170
2024-03-02,CAD,0.737070
2023-07-13,BRL,0.206920
2024-04-08,CAD,0.735890
2023-10-23,EUR,1.059550
2024-01-16,AUD,0.667000
2023-03-09,MXN,0.055450
2023-05-20,AED,0.272380
2023-09-13,SGD,0.734550
2024-11-12,GBP,1.288900
2023-01-12,BRL,0.192640
2023-08-18,CHF,1.137540
2024-04-27,AUD,0.653470
2023-12-28,CAD,0.757570
2024-05-29,INR,0.012020
2024-04-12,AED,0.272350
2023-03-16,CAD,0.728210
2023-07-12,BRL,0.204700
2024-03-12,GBP,1.283270
2023-01-24,GBP,1.239120
2023-06-20,AED,0.272310
2024-08-17,AUD,0.664190
2023-11-15,MXN,0.057150
2023-01-26,INR,0.012260
2023-01-01,MXN,0.051370
2024-02-29,GBP,1.265770
2024-05-15,AUD,0.661390
2024-10-28,SGD,0.757720
2023-02-14,CHF,1.084100
2023-11-23,EUR,1.089700
2023-03-27,SGD,0.751130
2023-02-02,JPY,0.007710
2024-03-08,AUD,0.660020
2023-03-09,INR,0.012190
2024-10-17,CAD,0.726060
2023-12-07,GBP,1.259080
2023-11-06,EUR,1.073010
2024-08-11,CAD,0.728410
2023-01-19,BRL,0.195400
2024-09-05,MXN,0.050390
2023-09-25,BRL,0.202650
2024-08-29,SGD,0.767310
2024-03-22,EUR,1.089890
2024-09-21,AED,0.272290
2024-04-25,INR,0.012000
2024-08-18,AED,0.272280
2024-04-25,SGD,0.734800
2024-10-28,INR,0.011890
2024-09-30,MXN,0.050770
2023-04-25,AED,0.272360
2024-01-15,SGD,0.751150
2024-11-15,SGD,0.743510
2024-01-15,AED,0.272320
2024-01-04,AED,0.272310
2023-05-07,SGD,0.755230
2024-02-27,AED,0.272310
2024-04-04,GBP,1.260440
2024-11-06,AED,0.272290
2024-07-14,SGD,0.745830
2024-07-05,EUR,1.080140
2023-04-24,EUR,1.099060
2024-03-25,CAD,0.734990
2024-02-17,CAD,0.741760
2023-07-28,INR,0.012180
2023-09-09,EUR,1.070970
2023-12-09,EUR,1.077440
2023-09-23,AED,0.272300
2023-11-15,BRL,0.204660
2023-11-24,MXN,0.058200
2024-04-13,INR,0.011980
2023-06-25,EUR,1.089780
2023-06-22,CHF,1.115780
2023-08-13,AED,0.272290
2023-01-25,EUR,1.087660
2024-08-09,AUD,0.656450
2023-07-22,SGD,0.752530
2023-09-07,SGD,0.733960
2024-11-09,CAD,0.719610
2024-04-04,SGD,0.740610
2023-08-05,JPY,0.007030
2024-08-23,SGD,0.764290
2024-04-02,AUD,0.650840
2024-03-26,AUD,0.653360
2024-03-11,INR,0.012080
2023-01-13,SGD,0.753410
2023-02-03,BRL,0.198380
2023-11-26,INR,0.012000
2023-10-10,EUR,1.055200
2024-07-13,EUR,1.088950
2023-01-28,AUD,0.711100
2023-01-26,AED,0.272300
2024-01-28,SGD,0.745850
2023-06-13,CHF,1.103660
2024-04-26,AED,0.272310
2024-04-08,BRL,0.197450
2023-03-07,EUR,1.065710
2023-05-15,MXN,0.056850
2024-09-27,AED,0.272290
2023-06-25,GBP,1.271800
2023-09-23,EUR,1.065020
2023-10-03,AUD,0.639310
2023-02-07,CAD,0.744820
2024-06-08,JPY,0.006410
2023-12-02,GBP,1.266370
2024-01-10,CAD,0.747850
2024-10-28,GBP,1.296390
2023-06-29,GBP,1.268290
2024-01-29,JPY,0.006750
2024-07-30,CAD,0.722570
2023-02-01,AED,0.272300
2024-09-07,EUR,1.110200
2023-08-09,AUD,0.653160
2024-05-21,SGD,0.742850
2023-06-24,JPY,0.006980
2023-09-08,BRL,0.200940
2024-08-05,INR,0.011940
2024-04-29,CHF,1.093680
2023-10-03,GBP,1.215070
2023-11-20,MXN,0.058070
2023-02-04,CAD,0.748350
2023-07-15,JPY,0.007230
2024-09-10,INR,0.011910
2023-08-24,CHF,1.137340
2024-01-14,MXN,0.059310
2024-07-27,AED,0.272300
2023-01-01,EUR,1.070850
2024-10-07,JPY,0.006730
2023-10-13,AUD,0.637440
2024-06-08,CHF,1.119980
2023-05-20,SGD,0.742860
2023-01-22,BRL,0.192070
2024-01-19,BRL,0.202720
2024-06-21,EUR,1.072390
2023-03-07,CAD,0.734950
2023-04-11,GBP,1.239800
2023-06-19,GBP,1.282580
2024-09-12,GBP,1.306690
2024-02-04,AED,0.272290
2024-04-18,JPY,0.006470
2023-08-13,BRL,0.203820
2023-03-04,GBP,1.199590
2023-08-05,EUR,1.098300
2024-06-22,BRL,0.183640
2023-08-04,GBP,1.269860
2023-04-28,EUR,1.103570
2023-04-23,BRL,0.198090
2024-10-05,JPY,0.006780
2024-07-16,AUD,0.677200
2023-01-09,AED,0.272330
2024-07-18,INR,0.011970
2023-02-26,AUD,0.672840
2023-10-08,INR,0.012030
2023-03-23,MXN,0.053830
2023-11-10,AUD,0.640190
2024-08-09,CAD,0.727900
2023-01-23,CAD,0.747600
2024-03-26,CHF,1.113440
2024-09-12,AED,0.272290
2023-04-20,MXN,0.055350
2023-12-08,SGD,0.746260
2023-10-13,MXN,0.055950
2024-10-22,BRL,0.176120
2024-04-09,CHF,1.105300
2024-01-24,CHF,1.150770
2023-07-20,GBP,1.295070
2023-11-29,SGD,0.749580
2024-04-02,EUR,1.076820
2023-03-03,AUD,0.673340
2023-12-14,CAD,0.736890
2024-04-22,EUR,1.065790
2023-11-07,JPY,0.006680
2023-12-01,GBP,1.265940
2024-03-01,INR,0.012060
2024-11-02,AED,0.272290
2024-07-25,JPY,0.006480
2024-04-15,CHF,1.094120
2023-09-01,INR,0.012100
2024-04-21,MXN,0.058530
2024-08-04,AED,0.272280
2023-09-21,INR,0.012030
2023-09-15,GBP,1.245320
2023-08-14,EUR,1.094950
2023-02-07,CHF,1.079360
2024-03-23,GBP,1.261390
2023-12-04,MXN,0.058230
2023-03-18,EUR,1.064880
2024-02-21,CHF,1.133990
2023-05-26,CAD,0.734440
2024-04-18,INR,0.011960
2024-11-10,BRL,0.174330
2024-02-26,CHF,1.135280
2023-12-05,INR,0.012000
2023-05-24,CHF,1.110810
2024-08-03,BRL,0.174260
2023-08-20,CAD,0.737970
2023-10-14,JPY,0.006680
2024-03-15,GBP,1.278020
2023-05-22,AUD,0.665650
2024-10-06,AED,0.272280
2024-11-08,AUD,0.664270
2023-10-14,SGD,0.730500
2023-09-24,SGD,0.733200
2023-12-23,INR,0.012020
2024-07-10,CHF,1.113720
2023-11-02,AUD,0.635810
2023-11-21,JPY,0.006730
2023-06-21,CAD,0.755960
2023-04-04,CHF,1.092510
2024-06-23,EUR,1.069380
2024-07-13,CAD,0.733890
2023-10-06,BRL,0.193770
2024-03-08,CAD,0.741260
2024-07-11,SGD,0.741080
2023-05-22,CHF,1.112460
2024-10-17,AED,0.272290
2023-03-16,BRL,0.189600
2023-04-09,AED,0.272310
2023-07-23,INR,0.012200
2024-04-06,GBP,1.262940
2024-08-13,INR,0.011910
2024-08-15,GBP,1.284420
2023-06-08,INR,0.012110
2024-08-21,BRL,0.183920
2023-12-01,SGD,0.749030
2023-03-01,CAD,0.735900
2023-11-22,AUD,0.656890
2023-06-14,SGD,0.745440
2023-07-06,CHF,1.113770
2024-03-10,INR,0.012080
2023-09-20,AED,0.272300
2023-09-20,INR,0.012010
2023-07-25,INR,0.012210
2024-09-15,MXN,0.052090
2024-04-08,AUD,0.657940
2024-01-24,CAD,0.742300
2023-12-15,EUR,1.094090
2024-03-24,AUD,0.651570
2024-06-19,CHF,1.127980
2024-06-21,MXN,0.054350
2024-01-24,AUD,0.658410
2024-03-30,AUD,0.651840
2023-08-03,EUR,1.096690
2024-01-22,AED,0.272290
2024-05-12,BRL,0.193950
2023-12-18,EUR,1.089630
2023-01-07,GBP,1.196560
2023-11-15,INR,0.012030
2024-07-15,MXN,0.056750
2024-09-26,SGD,0.777720
2024-09-24,CHF,1.177670
2023-03-05,JPY,0.007360
2024-11-16,INR,0.011840
2023-05-17,JPY,0.007350
2023-04-26,AED,0.272360
2024-10-15,AUD,0.672760
2023-05-29,INR,0.012110
2024-09-19,SGD,0.772730
2024-04-19,JPY,0.006480
2023-05-18,CHF,1.113530
2023-10-18,CHF,1.110230
2024-04-12,MXN,0.060800
2023-06-10,SGD,0.744520
2024-11-15,AUD,0.646980
2024-07-09,GBP,1.281790
2024-03-04,INR,0.012070
2023-07-14,SGD,0.754510
2023-02-21,BRL,0.193580
2024-05-21,BRL,0.196100
2024-07-09,SGD,0.741260
2024-08-27,EUR,1.117460
2024-06-14,CHF,1.117720
2023-03-22,INR,0.012100
2023-01-15,BRL,0.196300
2023-04-27,CAD,0.733810
2023-05-15,BRL,0.203290
2023-07-20,SGD,0.754650
2023-09-07,AUD,0.638310
2023-02-08,MXN,0.052460
2023-07-24,GBP,1.285450
2023-03-11,GBP,1.199090
2024-09-04,MXN,0.050440
2023-05-10,GBP,1.261560
2023-05-18,CAD,0.742250
2023-08-05,CHF,1.144410
2024-06-04,INR,0.012030
2023-10-24,EUR,1.061970
2023-09-17,CHF,1.114190
2024-06-24,SGD,0.738300
2024-11-18,GBP,1.262290
2023-10-27,CHF,1.113030
2023-04-09,GBP,1.242800
2024-09-18,BRL,0.181910
2024-10-13,AUD,0.675180
2023-05-11,BRL,0.201280
2024-07-31,CHF,1.129640
2023-03-11,CAD,0.723320
2024-01-06,JPY,0.006900
2024-04-19,CAD,0.726730
2024-02-16,SGD,0.742550
2023-12-30,CHF,1.189390
2024-02-20,MXN,0.058670
2023-10-08,EUR,1.058940
2024-01-20,CAD,0.742470
2024-03-15,JPY,0.006760
2023-08-30,CAD,0.735850
2024-08-20,INR,0.011920
2023-01-29,AUD,0.711480
2023-10-04,AUD,0.631520
2024-03-28,GBP,1.262460
2023-10-31,CHF,1.107940
2024-10-07,MXN,0.051880
2024-03-07,GBP,1.272230
2023-02-16,EUR,1.070430
2023-03-19,AED,0.272320
2024-09-20,EUR,1.114220
2024-04-26,CAD,0.730900
2023-09-22,CHF,1.107310
2023-02-09,AUD,0.695520
2024-05-04,EUR,1.075290
2024-11-06,MXN,0.049670
2023-08-19,SGD,0.737080
2024-05-31,CAD,0.729950
2024-09-01,SGD,0.765450
2023-10-19,EUR,1.055830
2023-02-08,CHF,1.081010
2024-05-08,CHF,1.101940
2023-02-16,BRL,0.192170
2024-08-23,INR,0.011910
2023-08-31,BRL,0.205760
2024-11-10,INR,0.011850
2023-04-26,GBP,1.244450
2023-11-25,BRL,0.204100
2024-05-08,BRL,0.197210
2023-01-16,INR,0.012310
2023-04-21,EUR,1.096560
2024-04-25,BRL,0.194540
2023-09-11,SGD,0.732640
2023-04-10,GBP,1.242810
2023-04-12,EUR,1.090300
2024-02-15,INR,0.012040
2023-09-17,MXN,0.058560
2023-05-01,BRL,0.200600
2023-03-27,AUD,0.664720
2024-01-15,CHF,1.173100
2023-01-03,CAD,0.737620
2024-07-06,INR,0.011980
2024-06-04,CHF,1.112220
2023-08-07,EUR,1.101350
2023-06-23,AED,0.272300
2023-03-12,JPY,0.007400
2024-09-01,CAD,0.741170
2024-09-24,BRL,0.181420
2024-06-26,EUR,1.072190
2023-08-12,GBP,1.269860
2024-01-25,SGD,0.746780
2024-05-14,MXN,0.059610
2024-07-07,CHF,1.116630
2023-03-13,AED,0.272330
2024-10-01,CAD,0.739930
2023-06-30,CHF,1.113570
2024-09-09,AED,0.272290
2023-08-04,AED,0.272300
2023-06-12,GBP,1.258230
2024-11-10,AED,0.272280
2023-04-25,SGD,0.750390
2024-07-27,BRL,0.177060
2023-08-26,JPY,0.006840
2023-04-18,SGD,0.750330
2023-05-25,BRL,0.201580
2023-06-24,AED,0.272310
2023-12-20,GBP,1.270280
2024-05-12,MXN,0.059610
2023-01-02,INR,0.012100
2023-10-03,JPY,0.006680
2023-09-01,GBP,1.269010
2023-12-08,JPY,0.006890
2024-02-01,AUD,0.658150
2023-09-10,AUD,0.638300
2023-07-28,SGD,0.753820
2024-01-31,JPY,0.006780
2024-08-26,CAD,0.740270
2024-09-22,INR,0.011980
2024-11-14,CAD,0.715990
2024-06-01,EUR,1.084150
2024-06-11,CAD,0.726470
2024-03-09,GBP,1.283580
2023-09-29,AED,0.272300
2023-12-15,AUD,0.670590
2023-03-26,SGD,0.751150
2023-04-23,GBP,1.244440
2023-05-24,BRL,0.201350
2024-03-12,CHF,1.139740
2024-06-10,GBP,1.272390
2023-12-03,MXN,0.058230
2024-02-18,AUD,0.653390
2023-07-30,BRL,0.211430
2023-03-11,JPY,0.007360
2024-11-11,AUD,0.658740
2023-03-19,EUR,1.066770
2024-01-11,SGD,0.751010
2023-05-26,MXN,0.056120
2024-10-06,INR,0.011900
2023-09-05,AED,0.272300
2023-12-23,JPY,0.007030
2023-06-02,MXN,0.056750
2024-08-08,SGD,0.753420
2023-09-17,INR,0.012030
2024-10-15,EUR,1.091710
2023-05-05,EUR,1.104640
2023-04-21,BRL,0.197570
2023-01-20,INR,0.012300
2023-09-27,GBP,1.218010
2024-08-09,BRL,0.178270
2024-06-03,AUD,0.665450
2023-07-17,JPY,0.007210
2024-07-24,BRL,0.179300
2023-04-19,AUD,0.672760
2024-08-09,JPY,0.006820
2023-04-05,CAD,0.744220
2023-11-21,CAD,0.729080
2024-04-06,AED,0.272330
2023-01-21,CHF,1.088100
2024-06-29,BRL,0.180660
2024-10-30,GBP,1.298700
2023-11-02,GBP,1.214170
2023-10-13,GBP,1.225880
2024-01-28,CHF,1.157780
2024-04-28,AUD,0.653410
2024-11-02,BRL,0.172000
2023-09-29,MXN,0.056690
2024-03-06,EUR,1.085420
2023-09-21,JPY,0.006760
2023-11-27,SGD,0.746900
2023-08-24,INR,0.012090
2023-11-27,JPY,0.006690
2024-10-23,MXN,0.050200
2024-08-22,EUR,1.113270
2024-01-15,MXN,0.059310
2023-12-14,INR,0.012000
2023-08-02,AED,0.272290
2023-11-30,AUD,0.663100
2024-02-09,EUR,1.077480
2023-04-30,AED,0.272360
2024-07-23,INR,0.011950
2024-10-19,EUR,1.085170
2023-12-19,EUR,1.091690
2024-02-24,EUR,1.082580
2023-01-19,INR,0.012280
2023-08-07,MXN,0.058610
2023-04-15,JPY,0.007520
2024-01-13,JPY,0.006900
2023-04-05,AUD,0.675610
2023-03-07,MXN,0.055600
2024-05-26,CAD,0.731880
2023-11-07,SGD,0.740410
2023-03-28,GBP,1.226370
2023-05-26,SGD,0.739020
2023-10-30,CAD,0.720890
2023-09-16,CAD,0.739910
2024-03-20,BRL,0.198880
2024-08-17,BRL,0.182600
2023-09-03,INR,0.012090
2023-05-31,CHF,1.105440
2023-10-25,AED,0.272300
2023-04-07,INR,0.012210
2023-03-22,AUD,0.667930
2023-04-14,EUR,1.102560
2023-03-16,CHF,1.085090
2023-08-19,AED,0.272280
2024-10-09,SGD,0.767120
2024-08-20,SGD,0.763380
2024-03-02,AUD,0.651390
2023-04-24,GBP,1.244480
2024-07-27,GBP,1.286650
2024-08-15,INR,0.011910
2024-01-26,SGD,0.746250
2024-01-11,JPY,0.006890
2023-06-10,MXN,0.057700
2023-06-17,BRL,0.207650
2023-03-29,CHF,1.089850
2023-01-22,SGD,0.758600
2024-01-13,INR,0.012060
2024-04-06,EUR,1.083250
2023-03-30,JPY,0.007570
2023-05-12,AUD,0.673210
2024-07-24,INR,0.011950
2023-03-14,CAD,0.727840
2024-07-05,MXN,0.055200
2024-03-23,CHF,1.112800
2023-12-14,SGD,0.745780
2023-09-14,JPY,0.006790
2024-05-31,SGD,0.740240
2023-01-08,CAD,0.743930
2023-03-08,EUR,1.063400
2024-09-10,CAD,0.737450
2023-06-16,JPY,0.007110
2023-12-29,JPY,0.007090
2024-02-05,SGD,0.745070
2024-06-30,GBP,1.264680
2024-01-22,INR,0.012030
2023-04-17,INR,0.012220
2023-12-25,SGD,0.755970
2023-07-20,MXN,0.059720
2024-07-21,JPY,0.006350
2023-05-28,GBP,1.235430
2024-05-09,EUR,1.074660
2023-09-30,AUD,0.645710
2024-02-02,BRL,0.202540
2024-01-26,GBP,1.271450
2023-11-30,MXN,0.058210
2023-09-12,AED,0.272300
2023-06-04,AUD,0.660680
2024-05-18,INR,0.011990
2024-03-09,MXN,0.059380
2023-10-18,INR,0.012010
2024-08-22,CAD,0.735200
2024-02-19,CHF,1.135480
2023-10-10,CHF,1.100880
2023-12-19,GBP,1.266790
2024-06-26,CHF,1.119170
